"species","gestalt_k","bg_pct","bg_class_id","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Hemitaurichthys multispinosus",2,51.85125,1,0.0918503502824859,0.0893220338983051,0.0943786666666667,0.946421866858737,1.44555148517162,1,0.722775742585809,1,0.0746479428519817,NA,NA,0.91181577680448,NA,NA
"Hemitaurichthys polylepis",3,50.015466015466,4,0.0598471485943775,0.0602409638554217,0.0594533333333333,1.01324787825894,2.53809236015509,2.32384447953566,0.846030786718365,0.774614826511886,0.266833208183057,0.159783706533104,0.598814921205337,0.988456106010625,0.348206366558663,0.352272968360742
"Hemitaurichthys thompsoni",2,75.4513720118422,3,0.0323950049377839,0.0298795180722892,0.0349104918032787,0.855889348126656,1.9892577425762,1,0.9946288712881,1,0.124762104526588,NA,NA,1.15355927411938,NA,NA
"Hemitaurichthys zoster",3,71.0545178292444,4,0.0259849288122892,0.0315294117647059,0.0204404458598726,1.54250117540745,2.19626424690364,2.51856408396897,0.732088082301214,0.83952136132299,0.218657943023955,0.142514490586843,0.651769099333516,1.21890917911555,0.467605536392188,0.383626232703808
"Heniochus acuminatus",3,65.5458190148912,3,0.0405634329501916,0.0463793103448276,0.0347475555555556,1.33475030410916,2.85136853862768,2.51579258400598,0.950456179542559,0.838597528001992,0.122398635827441,0.0484269488597271,0.395649416616048,1.33704800109063,0.560885798127988,0.419495633418151
"Heniochus chrysostomus",3,51.6242171189979,3,0.0641666382978723,0.0670212765957447,0.061312,1.09311842046817,2.64938249744338,2.32773074276203,0.883127499147793,0.775910247587344,0.371192866143248,0.124113342572808,0.334363491040023,1.2149869504507,0.482962368101555,0.397504160783291
"Heniochus diphreutes",3,66.6251998401279,1,0.0448944565217391,0.0501739130434783,0.039615,1.26653825680874,2.34998560668041,2.53956947535014,0.783328535560136,0.846523158450048,0.0645980787179493,0.0262719300257554,0.406698319008293,1.09680059611566,0.425908917099552,0.388319370547315
"Heniochus intermedius",3,49.5791460250059,3,0.108900833333333,0.111041666666667,0.10676,1.04010553265892,2.83073877764411,2.13497547773763,0.943579592548038,0.711658492579211,0.0259655296263462,0.0066970718441683,0.257921634587921,0.917696158546947,0.24958653480513,0.271970774292352
"Heniochus monoceros",3,72.3494449269454,3,0.0383004576659039,0.0446052631578947,0.031995652173913,1.39410388997361,2.9423499814209,2.5641763834555,0.980783327140302,0.854725461151835,0.25209415140295,0.062966516733618,0.249773810233985,1.01259075387777,0.39755384877521,0.392610585523081
"Heniochus pleurotaenia",3,49.3516949152542,2,0.0873675277777778,0.0921875,0.0825475555555556,1.11678049555273,2.32905652696612,2.16700850964214,0.776352175655373,0.722336169880714,0.0923447117030412,0.0220625530270827,0.238915175760478,1.06761856738538,0.481043024804757,0.45057573884542
"Heniochus singularius",3,56.7923182441701,1,0.0644282882882883,0.0665765765765766,0.06228,1.06898806320772,2.39639277889838,2.43980612715399,0.798797592966125,0.813268709051331,0.224478954430917,0.102800296350314,0.457950709058341,1.24285511131036,0.568533982845809,0.457441883347445
"Heniochus varius",4,84.9748817966903,1,0.0289604761904762,0.0339285714285714,0.023992380952381,1.4141394093363,3.6051579263003,3.75605877488709,0.901289481575074,0.626009795814516,0.14407469817666,0.0780698342097638,0.541870537976327,0.947043476358391,0.432323832399071,0.456498400750787
"Johnrandallia nigrirostris",3,76.8672720116183,3,0.0316767661549737,0.0334146341463415,0.029938898163606,1.11609431862662,2.35484913547432,2.70971502721992,0.784949711824773,0.90323834240664,0.0886922165935327,0.0715081138964598,0.80625016087008,1.15326651772526,0.508724762866811,0.441116389878583
"Parachaetodon ocellatus",3,72.7230479253668,3,0.0656222820066466,0.0761797752808989,0.0550647887323944,1.38345714266007,2.9309936300564,2.16218079453078,0.976997876685465,0.72072693151026,0.0971996662516569,0.0357099190982626,0.367387260423375,0.845357369295825,0.240282239158823,0.284237469129744
"Prognathodes aculeatus",3,84.2792849764961,4,0.025348406374502,0.0263,0.024396812749004,1.07800966751584,2.93283616177789,2.2363175823216,0.977612053925965,0.7454391941072,0.31332014382011,0.101762493458031,0.324787586962353,0.86159938072718,0.299549347963279,0.347666624029445
"Prognathodes aya",3,80.4328461863639,4,0.0306631967878348,0.030609756097561,0.0307166374781086,0.996520407527556,2.44079089408328,2.6557884681999,0.813596964694428,0.8852628227333,0.379077338805595,0.133422443117626,0.351966286188503,1.14093569004472,0.557926236198198,0.489007611091849
"Prognathodes brasiliensis",3,91.3620824155654,3,0.0137883680641489,0.0143820224719101,0.0131947136563877,1.08998367425334,2.12081463583017,2.07878787878788,0.70693821194339,0.692929292929293,0.331147702436874,0.098626105081544,0.297831162214828,0.665216455935749,0.324904302627939,0.488418919479227
"Prognathodes carlhubbsi",4,66.1366324921136,5,0.106987401315789,0.103421052631579,0.11055375,0.935482085696586,3.53497168109146,4.53276283660655,0.883742920272865,0.755460472767758,0.322293156698038,0.268707264690866,0.833735557539693,0.936240195855226,0.455026324950489,0.486014515254643
"Prognathodes dichrous",2,68.5485491071428,2,0.0167190139358108,0.0166216216216216,0.01681640625,0.988416988416988,1.99958656931114,1,0.999793284655571,1,0.117386081799306,NA,NA,1.93302488770701,NA,NA
"Prognathodes falcifer",4,89.5850474683544,5,0.0337974683544304,0.0341772151898734,0.0334177215189873,1.02272727272727,3.48990139826793,4.86830334278007,0.872475349566983,0.811383890463345,0.057615798442867,0.0268058531450801,0.465251786307559,1.00202272530534,0.594687705461055,0.593487243794637
"Prognathodes guyanensis",3,69.206619943486,3,0.0405,0.0443,0.0367,1.20708446866485,2.09043845979705,2.86571623250694,0.696812819932349,0.955238744168982,0.130525731651428,0.047783140573287,0.366082150766203,1.64789405961625,0.710883122957062,0.431388849792083
"Prognathodes marcellae",3,84.8736910994764,3,0.0207395287958115,0.0241666666666667,0.0173123909249564,1.39591733870968,2.26990044027183,2.94540630182421,0.756633480090611,0.981802100608071,0.360298003516962,0.342480550776933,0.950548011462433,0.99778053116872,0.466684057509823,0.467722152248438
"Prognathodes obliquus",3,60.1601169941503,4,0.0720491525423729,0.074,0.0700983050847458,1.05566033173751,2.8641967640179,2.24269929840579,0.954732254672632,0.74756643280193,0.0482205119340289,0.0227595828380773,0.471989655962487,0.717869641576597,0.216732611916364,0.301910819686388
"Roa australis",3,67.4652186257808,4,0.0676428531504065,0.0764634146341463,0.0588222916666667,1.29990540095663,2.69211971592164,2.10018646822342,0.897373238640545,0.700062156074473,0.221881889496314,0.274155409124682,1.23559164628998,0.62096978038609,0.198227652127978,0.319222703566556
"Roa excelsa",3,56.7093253968254,1,0.0896274763476348,0.0984158415841584,0.0808391111111111,1.2174285470419,2.71618409946006,1.96006360401095,0.90539469982002,0.653354534670316,0.108951520128738,0.0689782713981067,0.633109765853668,0.919204893800599,0.532228623510342,0.579009780191398
"Roa jayakari",3,62.7660656182213,4,0.103033743070619,0.105555555555556,0.100511930585683,1.05017936617557,2.94065152243508,2.17097228931103,0.980217174145026,0.723657429770343,0.158762628308836,0.083974881552512,0.52893355600764,0.779257366956135,0.258937701836851,0.332287781696938
"Roa modesta",3,85.249996385246,2,0.0313193548387097,0.0393478260869565,0.0232908835904628,1.68940890259177,2.87594884430802,2.88405570333281,0.95864961476934,0.961351901110937,0.334395570803592,0.233678369006481,0.698808206235879,1.03169747897006,0.514593863608226,0.49878367844995
