family,tip_label,image_dir,tree_species,fishbase_query,fishbase_resolved,note
cirrhilabrini,Cirrhilabrus_sanguineusF633KCg4,Cirrhilabrus_sanguineus,Cirrhilabrus_sanguineus,Cirrhilabrus sanguineus,,
cirrhilabrini,Cirrhilabrus_roseafasciaF580KC16b,Cirrhilabrus_roseafascia,Cirrhilabrus_roseafascia,Cirrhilabrus roseafascia,,
cirrhilabrini,Cirrhilabrus_shutmaniF627KB8,Cirrhilabrus_shutmani,Cirrhilabrus_shutmani,Cirrhilabrus shutmani,,
cirrhilabrini,Conniella_apterygiaF601Z15114,Conniella_apterygia,Conniella_apterygia,Conniella apterygia,,
cirrhilabrini,Cirrhilabrus_jordaniF11,Cirrhilabrus_jordani,Cirrhilabrus_jordani,Cirrhilabrus jordani,,
cirrhilabrini,Cirrhilabrus_claireF632KCg3,Cirrhilabrus_claire,Cirrhilabrus_claire,Cirrhilabrus claire,,
cirrhilabrini,Cirrhilabrus_lineatusF618KB19,Cirrhilabrus_lineatus,Cirrhilabrus_lineatus,Cirrhilabrus lineatus,,
cirrhilabrini,Cirrhilabrus_rhomboidalisF578KC15,Cirrhilabrus_rhomboidalis,Cirrhilabrus_rhomboidalis,Cirrhilabrus rhomboidalis,,
cirrhilabrini,Cirrhilabrus_rubrimarginatusF571KC10,Cirrhilabrus_rubrimarginatus,Cirrhilabrus_rubrimarginatus,Cirrhilabrus rubrimarginatus,,
cirrhilabrini,Cirrhilabrus_pyleiF19,Cirrhilabrus_pylei,Cirrhilabrus_pylei,Cirrhilabrus pylei,,
cirrhilabrini,Cirrhilabrus_katoiF625KB6,Cirrhilabrus_katoi,Cirrhilabrus_katoi,Cirrhilabrus katoi,,
cirrhilabrini,Cirrhilabrus_roseafasciaF422,Cirrhilabrus_roseafascia,Cirrhilabrus_roseafascia,Cirrhilabrus roseafascia,,
cirrhilabrini,Cirrhilabrus_exquisitusF593KC18,Cirrhilabrus_exquisitus,Cirrhilabrus_exquisitus,Cirrhilabrus exquisitus,,
cirrhilabrini,Cirrhilabrus_melanomarginatusF588KC8,Cirrhilabrus_melanomarginatus,Cirrhilabrus_melanomarginatus,Cirrhilabrus melanomarginatus,,
cirrhilabrini,Cirrhilabrus_scottorumF628KB9,Cirrhilabrus_scottorum,Cirrhilabrus_scottorum,Cirrhilabrus scottorum,,
cirrhilabrini,Cirrhilabrus_labouteiF146,Cirrhilabrus_laboutei,Cirrhilabrus_laboutei,Cirrhilabrus laboutei,,
cirrhilabrini,Cirrhilabrus_bathyphilusTF263,Cirrhilabrus_bathyphilus,Cirrhilabrus_bathyphilus,Cirrhilabrus bathyphilus,,
cirrhilabrini,Cirrhilabrus_nahackyiF622KB23a,Cirrhilabrus_nahackyi,Cirrhilabrus_nahackyi,Cirrhilabrus nahackyi,,
cirrhilabrini,Cirrhilabrus_brunneusF606KB10a,Cirrhilabrus_brunneus,Cirrhilabrus_brunneus,Cirrhilabrus brunneus,,
cirrhilabrini,Cirrhilabrus_squireiF612KB15,Cirrhilabrus_squirei,Cirrhilabrus_squirei,Cirrhilabrus squirei,,
cirrhilabrini,Cirrhilabrus_isoscelesF594KC19a,Cirrhilabrus_isosceles,Cirrhilabrus_isosceles,Cirrhilabrus isosceles,,
cirrhilabrini,Cirrhilabrus_lunatusF624KB5,Cirrhilabrus_lunatus,Cirrhilabrus_lunatus,Cirrhilabrus lunatus,,
cirrhilabrini,Cirrhilabrus_brunneusF607KB10b,Cirrhilabrus_brunneus,Cirrhilabrus_brunneus,Cirrhilabrus brunneus,,
cirrhilabrini,Cirrhilabrus_cenderawasihF393,Cirrhilabrus_cenderawasih,Cirrhilabrus_cenderawasih,Cirrhilabrus cenderawasih,,
cirrhilabrini,Cirrhilabrus_lubbockiF573KC12,Cirrhilabrus_lubbocki,Cirrhilabrus_lubbocki,Cirrhilabrus lubbocki,,
cirrhilabrini,Cirrhilabrus_cyanopleuraF614KB16b,Cirrhilabrus_cyanopleura,Cirrhilabrus_cyanopleura,Cirrhilabrus cyanopleura,,
cirrhilabrini,Paracheilinus_attenuatusF591KP2,Paracheilinus_attenuatus,Paracheilinus_attenuatus,Paracheilinus attenuatus,,
cirrhilabrini,Paracheilinus_hemitaeniatusF590KP1,Paracheilinus_hemitaeniatus,Paracheilinus_hemitaeniatus,Paracheilinus hemitaeniatus,,
cirrhilabrini,Paracheilinus_carpenteriF420,Paracheilinus_carpenteri,Paracheilinus_carpenteri,Paracheilinus carpenteri,,
cirrhilabrini,Paracheilinus_lineopunctatusF190,Paracheilinus_lineopunctatus,Paracheilinus_lineopunctatus,Paracheilinus lineopunctatus,,
cirrhilabrini,Paracheilinus_mccoskeriF25,Paracheilinus_mccoskeri,Paracheilinus_mccoskeri,Paracheilinus mccoskeri,,
halichoerine,Anampses_caeruleopunctatusF228,Anampses_caeruleopunctatus,Anampses_caeruleopunctatus,Anampses caeruleopunctatus,,
halichoerine,Anampses_lennardiF176,Anampses_lennardi,Anampses_lennardi,Anampses lennardi,,
halichoerine,Anampses_femininusF175,Anampses_femininus,Anampses_femininus,Anampses femininus,,
halichoerine,Anampses_cuvierF174,Anampses_cuvier,Anampses_cuvier,Anampses cuvier,,
halichoerine,Anampses_chrysocephalusF256,Anampses_chrysocephalus,Anampses_chrysocephalus,Anampses chrysocephalus,,
halichoerine,Anampses_melanurusF177,Anampses_melanurus,Anampses_melanurus,Anampses melanurus,,
halichoerine,Anampses_lineatusF225,Anampses_lineatus,Anampses_lineatus,Anampses lineatus,,
halichoerine,Anampses_meleagridesF230,Anampses_meleagrides,Anampses_meleagrides,Anampses meleagrides,,
halichoerine,Anampses_neoguinaicusF231,Anampses_neoguinaicus,Anampses_neoguinaicus,Anampses neoguinaicus,,
halichoerine,Anampses_twistiiF268,Anampses_twistii,Anampses_twistii,Anampses twistii,,
halichoerine,Anampses_geographicusF229,Anampses_geographicus,Anampses_geographicus,Anampses geographicus,,
halichoerine,Pseudojuloides_atavaiF93,Pseudojuloides_atavai,Pseudojuloides_atavai,Pseudojuloides atavai,,
halichoerine,Pseudojuloides_cerasinusF94,Pseudojuloides_cerasinus,Pseudojuloides_cerasinus,Pseudojuloides cerasinus,,
halichoerine,Pseudojuloides_severnsiF315,Pseudojuloides_severnsi,Pseudojuloides_severnsi,Pseudojuloides severnsi,,
halichoerine,Halichoeres_hartzfeldiiF64,Halichoeres_hartzfeldii,Halichoeres_hartzfeldii,Halichoeres hartzfeldii,,
halichoerine,Halichoeres_pelicieriF77,Halichoeres_pelicieri,Halichoeres_pelicieri,Halichoeres pelicieri,,
halichoerine,Halichoeres_zeylonicusCFF56,Halichoeres_zeylonicus,Halichoeres_zeylonicus,Halichoeres zeylonicus,,
halichoerine,Leptojulis_cyanopleuraF84,Leptojulis_cyanopleura,Leptojulis_cyanopleura,Leptojulis cyanopleura,,
halichoerine,Coris_aurilineataF253,Coris_aurilineata,Coris_aurilineata,Coris aurilineata,,
halichoerine,Halichoeres_melanochirF71,Halichoeres_melanochir,Halichoeres_melanochir,Halichoeres melanochir,,
halichoerine,Halichoeres_prosopeionF149,Halichoeres_prosopeion,Halichoeres_prosopeion,Halichoeres prosopeion,,
halichoerine,Coris_pictoidesF236,Coris_pictoides,Coris_pictoides,Coris pictoides,,
